ID,Date,focalFlowering,flowerCount,focalScars,companionFlowering,companionFlowerCount,companionScars,notes
cc37,20-Sep,1,2,,1,1,,
pc31,20-Sep,1,9,,1,2,,
kc12,20-Sep,1,3,,,,,
kc22,20-Sep,1,1,,,,,
pc4,20-Sep,1,1,,1,0,,
pc34,20-Sep,1,1,,1,0,,
cc25,20-Sep,1,0,,1,2,,
kc6,20-Sep,1,1,,,,,
nc24,20-Sep,1,1,,,,,
kc36,20-Sep,1,3,,,,,
pn20,20-Sep,1,5,,1,0,,
pn17,20-Sep,1,2,,1,1,,
pn1,20-Sep,1,0,,1,9,,
kn24,20-Sep,1,3,,,,,
nn32,20-Sep,1,1,,,,,
cn23,20-Sep,1,1,,1,0,,
cn14,20-Sep,1,3,,1,0,,
cn39,20-Sep,1,0,,1,8,,
cn4,20-Sep,1,0,,1,1,,
nn21,20-Sep,1,9,,,,,
kn37,20-Sep,1,5,,,,,
kn17,20-Sep,1,2,,,,,
nn19,20-Sep,1,2,,,,,
nn6,20-Sep,1,8,,,,,
nc13,20-Sep,1,3,,,,,
kc23,20-Sep,1,3,,,,,
cc27,20-Sep,1,2,,1,0,,
nc10,20-Sep,1,7,,,,,
kc28,20-Sep,1,1,,,,,
cn24,20-Sep,1,0,,1,1,,
cc14,20-Sep,1,1,,1,0,,
pc20,20-Sep,1,1,,1,0,,
pc15,20-Sep,1,2,,1,0,,
cc11,20-Sep,1,1,,1,0,,
kc7,20-Sep,1,1,,,,,
pc10,20-Sep,1,1,,1,0,,
cc26,20-Sep,1,0,,1,1,,
cc8,20-Sep,1,0,,1,5,,
cc5,20-Sep,1,0,,1,4,,
nc7,20-Sep,1,1,,,,,
pc33,20-Sep,1,3,,1,0,,
cc23,20-Sep,1,1,,1,0,,
nc20,20-Sep,1,1,,,,,
nc26,20-Sep,1,9,,,,,
kc34,20-Sep,1,3,,,,,
pc12,20-Sep,1,1,,1,0,,
kc10,20-Sep,1,5,,,,,
pc28,20-Sep,1,3,,1,0,,
pn24,25-Sep,1,1,,1,0,,may be pn29?
nn11,25-Sep,1,1,,,,,
kn21,25-Sep,1,6,,,,,
pn8,25-Sep,1,2,,1,0,,
cn16,25-Sep,1,1,,1,0,,
cn26,25-Sep,1,1,,1,0,,
kn9,25-Sep,1,2,,,,,
kc26,25-Sep,1,1,,,,,
nc40,25-Sep,1,1,,,,,
kc29,25-Sep,1,1,,,,,
cc1,25-Sep,1,0,,1,2,,
nc18,25-Sep,1,1,,,,,
kc40,25-Sep,1,1,,,,,
pc6,25-Sep,1,2,,1,0,,
cc6,25-Sep,1,0,,1,1,,
nc14,25-Sep,1,3,,,,,
kc13,25-Sep,1,1,,,,,
pn15,25-Sep,1,3,,1,0,,
pn22,25-Sep,1,1,,,,,
cn29,25-Sep,1,1,,1,0,,
kn11,25-Sep,1,2,,,,,
kn31,25-Sep,1,1,,,,,
pc39,25-Sep,1,0,,1,1,,
kn29,25-Sep,1,1,,,,,
kn33,25-Sep,1,3,,,,,
cn15,25-Sep,1,0,,1,5,,
pn18,25-Sep,1,2,,1,0,,
kn6,25-Sep,1,4,,,,,
nn16,25-Sep,1,5,,,,,
nn4,25-Sep,1,1,,,,,
nn25,25-Sep,1,1,,,,,
kn10,25-Sep,1,1,,,,,
cn37,25-Sep,1,2,,1,0,,
pn34,25-Sep,1,1,,1,0,,
kc38,25-Sep,1,2,,,,,
kc17,25-Sep,1,4,,,,,
cc4,25-Sep,1,0,,1,8,,
nc9,25-Sep,1,3,,,,,
pn6,25-Sep,1,1,,1,0,,
cn35,25-Sep,1,3,,1,0,,
cn20,25-Sep,1,0,,1,5,,
cn21,25-Sep,1,0,,1,6,,
nn2,25-Sep,1,1,,,,,
kn18,25-Sep,1,1,,,,,
pn39,25-Sep,1,8,,1,0,,
cc30,25-Sep,1,1,,1,0,,
pn16,25-Sep,1,3,,1,0,,
kn3,25-Sep,1,1,,,,,
pn35,25-Sep,1,7,,1,0,,
nn10,25-Sep,1,19,,,,,
cn17,25-Sep,1,0,,1,2,,
nn38,25-Sep,1,1,,,,,
nn24,25-Sep,1,2,,,,,
cn6,25-Sep,1,6,,1,0,,
nc4,25-Sep,1,1,,,,,
cc19,25-Sep,1,1,,1,0,,
cc18,25-Sep,1,0,,1,4,,
cc31,25-Sep,1,1,,1,0,,
pc1,25-Sep,1,4,,1,0,,
cc33,25-Sep,1,0,,1,2,,
kc2,25-Sep,1,1,,,,,
nc19,25-Sep,1,1,,,,,
kc12,25-Sep,1,1,,,,,
cc37,25-Sep,1,1,,1,6,,
cc25,25-Sep,1,0,,1,1,,
kc36,25-Sep,1,1,,,,,
pc4,25-Sep,1,2,,1,0,,
kn24,25-Sep,1,1,,,,,
pn20,25-Sep,1,2,,1,0,,
cn2,25-Sep,1,1,,1,0,,
pn27,25-Sep,1,1,,1,0,,
nn6,25-Sep,1,3,,,,,
cn39,25-Sep,1,1,,1,2,,
nn19,25-Sep,1,10,,,,,
nc10,25-Sep,1,5,,,,,
kc5,25-Sep,1,5,,,,,
kc23,25-Sep,1,2,,,,,
pc15,25-Sep,1,2,,1,0,,
cc14,25-Sep,1,3,,1,0,,
nc3,25-Sep,1,2,,,,,
cc11,25-Sep,1,1,,1,0,,
nc34,25-Sep,1,0,,1,1,,over planted
cc12,25-Sep,1,0,,1,1,,
pc10,25-Sep,1,6,,1,0,,
cc26,25-Sep,1,0,,1,4,,
pc33,25-Sep,1,2,,1,0,,
cc8,25-Sep,1,0,,1,4,,
nc26,25-Sep,1,2,,,,,
nc20,25-Sep,1,1,,,,,
kc34,25-Sep,1,5,,,,,
kc10,25-Sep,1,7,,,,,
pc12,25-Sep,1,2,,1,0,,
pn2,29-Sep,1,16,,1,0,,
nn27,29-Sep,1,6,,,,,
nn29,29-Sep,1,6,,,,,
nn22,29-Sep,1,5,,,,,
pn14,29-Sep,1,18,,1,0,,
kn5,29-Sep,1,5,,,,,
kn20,29-Sep,1,4,,,,,
cn16,29-Sep,1,0,,1,2,,
nn40,29-Sep,1,3,,,,,
nn11,29-Sep,1,117,,,,,
kn21,29-Sep,1,15,,,,,
pn31,29-Sep,1,11,,1,0,,
pn8,29-Sep,1,24,,1,0,,
nn8,29-Sep,1,8,,,,,
nn15,29-Sep,1,5,,,,,
nc39,29-Sep,1,12,,,,,
kc19,29-Sep,1,1,,,,,
nc27,29-Sep,1,24,,,,,
cc34,29-Sep,1,0,,1,8,,
pc30,29-Sep,1,28,,1,0,,
kc26,29-Sep,1,2,,,,,
cc21,29-Sep,1,4,,1,14,,
kn9,29-Sep,1,14,,,,,
nn26,29-Sep,1,23,,,,,
cn26,29-Sep,1,1,,1,0,,
nc40,29-Sep,1,16,,,,,
kc29,29-Sep,1,13,,,,,
cc1,29-Sep,1,0,,1,6,,
kc37,29-Sep,1,3,,,,,
kc11,29-Sep,1,4,,,,,
nc18,29-Sep,1,25,,,,,
nc14,29-Sep,1,10,,,,,
cc6,29-Sep,1,0,,1,12,,
kc13,29-Sep,1,11,,,,,
pc6,29-Sep,1,14,,1,0,,
cn29,29-Sep,1,4,,1,0,,
pn15,29-Sep,1,11,,1,0,,
kn11,29-Sep,1,17,,,,,
pn22,29-Sep,1,5,,1,0,,
kn10,29-Sep,1,5,,,,,
pn34,29-Sep,1,15,,1,0,,
nn25,29-Sep,1,14,,,,,
cn19,29-Sep,1,4,,1,0,,
cn37,29-Sep,1,5,,1,0,,
kn38,29-Sep,1,18,,,,,
kn1,29-Sep,1,1,,,,,
pn18,29-Sep,1,20,,1,0,,
cn31,29-Sep,1,0,,1,17,,
kn33,29-Sep,1,5,,,,,
nn16,29-Sep,1,1,,,,,
nn4,29-Sep,1,2,,,,,
cn15,29-Sep,1,0,,1,7,,
kn6,29-Sep,1,7,,,,,
cn36,29-Sep,1,1,,1,0,,
cn8,29-Sep,1,10,,1,0,,
kc31,29-Sep,1,7,,,,,
pc21,29-Sep,1,19,,1,0,,
kc24,29-Sep,1,2,,1,0,,
kc17,29-Sep,1,8,,,,,
cc4,29-Sep,1,0,,1,17,,
kc38,29-Sep,1,26,,,,,
nc9,29-Sep,1,13,,,,,
kn28,29-Sep,1,5,,,,,
kn34,29-Sep,1,2,,,,,
cn3,29-Sep,1,1,,1,14,,
cn20,29-Sep,1,0,,1,17,,
cn35,29-Sep,1,13,,1,0,,
pn6,29-Sep,1,28,,1,0,,
pn40,29-Sep,1,7,,1,0,,
pn39,29-Sep,1,10,,1,0,,
kn18,29-Sep,1,10,,,,,
kn19,29-Sep,1,7,,,,,
cn21,29-Sep,1,3,,1,20,,
nc30,29-Sep,1,11,,,,,
cc30,29-Sep,1,15,,1,0,,
nn33,29-Sep,1,3,,,,,
cn10,29-Sep,1,0,,1,10,,
cn30,29-Sep,1,0,,1,13,,
pn35,29-Sep,1,1,,1,0,,
cn32,29-Sep,1,0,,1,1,,
nn34,29-Sep,1,17,,,,,
kn13,29-Sep,1,7,,,,,
nn30,29-Sep,1,4,,,,,
kn8,29-Sep,1,2,,,,,
nc22,29-Sep,1,3,,,,,
kc32,29-Sep,1,2,,,,,
kn15,29-Sep,1,11,,,,,
cn40,29-Sep,1,3,,1,0,,
kn23,29-Sep,1,3,,,,,
nn10,29-Sep,1,18,,,,,
nn23,29-Sep,1,5,,,,,
nn36,29-Sep,1,15,,,,,
nn9,29-Sep,1,7,,,,,
nn24,29-Sep,1,17,,,,,
nn20,29-Sep,1,6,,,,,
cn6,29-Sep,1,8,,1,2,,
nc4,29-Sep,1,4,,,,,
cc18,29-Sep,1,0,,1,7,,
pc1,29-Sep,1,20,,1,0,,
cc31,29-Sep,1,0,,1,4,,
cc19,29-Sep,1,5,,1,7,,
nc31,29-Sep,1,2,,,,,
nc19,29-Sep,1,31,,,,,
pc31,29-Sep,1,13,,1,0,,
kc12,29-Sep,1,10,,,,,
cc33,29-Sep,1,2,,1,2,,
cc37,29-Sep,1,6,,1,11,,
kc2,29-Sep,1,12,,,,,
pc34,29-Sep,1,4,,1,0,,
pc37,29-Sep,1,2,,1,0,,
cc25,29-Sep,1,0,,1,8,,
kc28,29-Sep,1,2,,,,,
nc24,29-Sep,1,8,,,,,
pc4,29-Sep,1,6,,1,0,,
nn32,29-Sep,1,26,,,,,
kn24,29-Sep,1,17,,,,,
pn17,29-Sep,1,1,,1,0,,
pn20,29-Sep,1,3,,1,0,,
cn9,29-Sep,1,17,,1,2,,
cn2,29-Sep,1,16,,1,0,,
pn27,29-Sep,1,2,,1,0,,
cn4,29-Sep,1,0,,1,3,,
cn39,29-Sep,1,4,,1,3,,
nn19,29-Sep,1,20,,,,,
kn37,29-Sep,1,14,,,,,
kn14,29-Sep,1,10,,,,,
nn6,29-Sep,1,6,,,,,
kn17,29-Sep,1,4,,,,,
nn1,29-Sep,1,1,,,,,
cn24,29-Sep,1,0,,1,2,,
cc38,29-Sep,1,0,,1,2,,
nc6,29-Sep,1,4,,,,,
kc28,29-Sep,1,10,,,,,
cc13,29-Sep,1,0,,1,3,,
nc10,29-Sep,1,8,,,,,
kc5,29-Sep,1,2,,,,,
kc23,29-Sep,1,26,,,,,
nc13,29-Sep,1,4,,,,,
pc32,29-Sep,1,9,,1,0,,
nc3,29-Sep,1,11,,,,,
pc20,29-Sep,1,5,,,,,
nc16,29-Sep,1,7,,,,,
cc11,29-Sep,1,10,,1,0,,
cc14,29-Sep,1,15,,1,10,,
pc15,29-Sep,1,32,,1,0,,
cc32,29-Sep,1,1,,,,,
nc34,29-Sep,1,0,,1,11,,over planted
nc21,29-Sep,1,11,,,,,
cc12,29-Sep,1,9,,1,2,,
nc15,29-Sep,1,16,,,,,
cc26,29-Sep,1,0,,1,8,,
pc33,29-Sep,1,4,,,,,
nc7,29-Sep,1,6,,,,,
cc8,29-Sep,1,0,,1,16,,
cc5,29-Sep,1,0,,0,1,,
cc35,29-Sep,1,7,,1,0,,
kc34,29-Sep,1,10,,,,,
nc20,29-Sep,1,5,,,,,
nc26,29-Sep,1,27,,,,,
cc9,29-Sep,1,0,,1,8,,
cc7,29-Sep,1,1,,,,,
pc28,29-Sep,1,1,,1,0,,
kc10,29-Sep,1,7,,,,,
pc12,29-Sep,1,3,,,,,
kc8,29-Sep,1,5,,,,,
kc4,29-Sep,1,18,,,,,
cc2,29-Sep,1,1,,1,0,,
pn14,2-Oct,1,32,,1,0,,
pn2,2-Oct,1,21,,1,0,,
nn27,2-Oct,1,15,,,,,
nn29,2-Oct,1,5,,,,,
nn22,2-Oct,1,6,,,,,
kn20,2-Oct,1,4,,,,,
kn5,2-Oct,1,8,,,,,
nn40,2-Oct,1,6,,,,,
cn16,2-Oct,1,0,,1,5,,
nn11,2-Oct,1,16,,,,,
nn8,2-Oct,1,10,,,,,
pn8,2-Oct,1,18,,1,0,,
pn31,2-Oct,1,7,,1,0,,
kn21,2-Oct,1,4,,,,,
nn15,2-Oct,1,8,,,,,
kc19,2-Oct,1,1,,,,,
nc39,2-Oct,1,10,,,,,
nc27,2-Oct,1,31,,,,,
cc34,2-Oct,1,0,,1,4,,
cc21,2-Oct,1,4,,1,9,,
pc30,2-Oct,1,51,,,,,
nn26,2-Oct,1,9,,,,,
kn9,2-Oct,1,23,,,,,
cn26,2-Oct,1,1,,1,0,,
kc37,2-Oct,1,2,,,,,
cc1,2-Oct,1,0,,1,8,,
nc40,2-Oct,1,30,,,,,
nc18,2-Oct,1,41,,,,,
kc11,2-Oct,1,11,,,,,
kc29,2-Oct,1,6,,,,,
pc27,2-Oct,1,2,,,,,
nc14,2-Oct,1,5,,,,,
pc6,2-Oct,1,12,,1,0,,
kc3,2-Oct,1,2,,,,,
cc6,2-Oct,1,0,,1,2,,
kc13,2-Oct,1,14,,,,,
cn34,2-Oct,1,1,,1,0,,
pn22,2-Oct,1,8,,1,0,,
cn29,2-Oct,1,5,,1,0,,
pn15,2-Oct,1,12,,,,,
kn11,2-Oct,1,9,,,,,
pn34,2-Oct,1,19,,1,0,,
nn25,2-Oct,1,23,,,,,
cn19,2-Oct,1,5,,1,0,,
kn38,2-Oct,1,17,,,,,
nn16,2-Oct,1,1,,,,,
nn4,2-Oct,1,7,,,,,
pn18,2-Oct,1,19,,,,,
cn31,2-Oct,1,0,,1,11,,
kn6,2-Oct,1,2,,,,,
kn33,2-Oct,1,4,,,,,
cn36,2-Oct,1,1,,1,0,,
cn8,2-Oct,1,8,,1,0,,
kc38,2-Oct,1,16,,,,,
pc21,2-Oct,1,34,,,,,
kc17,2-Oct,1,12,,,,,
nc9,2-Oct,1,14,,,,,
kc31,2-Oct,1,2,,,,,
cc4,2-Oct,1,0,,1,13,,
kc24,2-Oct,1,1,,,,,
kn28,2-Oct,1,5,,,,,
kn34,2-Oct,1,19,,,,,
cn35,2-Oct,1,12,,1,0,,
cn20,2-Oct,1,0,,1,6,,
pn6,2-Oct,1,34,,,,,
cn3,2-Oct,1,0,,1,16,,
pn40,2-Oct,1,7,,,,,
cn21,2-Oct,1,4,,1,6,,
nn37,2-Oct,1,4,,,,,
kn18,2-Oct,1,6,,,,,
kn19,2-Oct,1,9,,,,,
cc30,2-Oct,1,21,,1,1,,
nn7,2-Oct,1,1,,,,,
cn30,2-Oct,1,0,,1,16,,
cn10,2-Oct,1,0,,1,9,,
nn33,2-Oct,1,5,,,,,
cn32,2-Oct,1,0,,1,2,,
nn34,2-Oct,1,22,,,,,
kn13,2-Oct,1,4,,,,,
nn30,2-Oct,1,5,,,,,
kn8,2-Oct,1,1,,,,,
nc22,2-Oct,1,2,,,,,
nc5,2-Oct,1,1,,,,,
kc32,2-Oct,1,3,,,,,
kn15,2-Oct,1,16,,,,,
nn36,2-Oct,1,16,,,,,
nn23,2-Oct,1,5,,,,,
nn10,2-Oct,1,11,,,,,
cn40,2-Oct,1,6,,1,0,,
kn23,2-Oct,1,1,,,,,
cn25,2-Oct,1,1,,1,0,,
nn9,2-Oct,1,21,,,,,
nn20,2-Oct,1,11,,,,,
nn24,2-Oct,1,9,,,,,
cn6,2-Oct,1,4,,1,6,,
cc19,2-Oct,1,7,,1,5,,
pc1,2-Oct,1,16,,1,0,,
cc31,2-Oct,1,0,,1,2,,
cc18,2-Oct,1,0,,1,14,,
nc4,2-Oct,1,7,,,,,
cc40,2-Oct,1,0,,1,1,,
pc31,2-Oct,1,8,,1,0,,
kc2,2-Oct,1,29,,,,,
nc19,2-Oct,1,21,,,,,
cc37,2-Oct,1,2,,1,8,,
kc12,2-Oct,1,5,,,,,
cc33,2-Oct,1,4,,1,2,,
nc31,2-Oct,1,7,,,,,
nc24,2-Oct,1,12,,,,,
cc25,2-Oct,1,0,,1,25,,
pc34,2-Oct,1,4,,,,,
pc37,2-Oct,1,2,,1,0,,
nn32,2-Oct,1,31,,,,,
kn24,2-Oct,1,8,,,,,
pn20,2-Oct,1,4,,1,0,,
cn2,2-Oct,1,25,,1,0,,
cn9,2-Oct,1,24,,1,0,,
nn21,2-Oct,1,4,,,,,
cn4,2-Oct,1,5,,,,,
nn19,2-Oct,1,17,,,,,
cn39,2-Oct,1,2,,1,2,,
nn6,2-Oct,1,5,,,,,
kn17,2-Oct,1,10,,,,,
kn14,2-Oct,1,12,,,,,
kn37,2-Oct,1,26,,,,,
kc23,2-Oct,1,34,,,,,
nc13,2-Oct,1,5,,,,,
kc5,2-Oct,1,5,,,,,
nc10,2-Oct,1,5,,,,,
nc6,2-Oct,1,4,,,,,
cc38,2-Oct,1,0,,1,3,,
nc35,2-Oct,1,1,,,,,
cc13,2-Oct,1,0,,1,6,,
kc28,2-Oct,1,22,,,,,
cn24,2-Oct,1,0,,1,3,,
cc14,2-Oct,1,18,,1,4,,
cc11,2-Oct,1,20,,1,0,,
pc20,2-Oct,1,13,,,,,
nc16,2-Oct,1,7,,,,,
nc3,2-Oct,1,24,,,,,
pc15,2-Oct,1,36,,1,0,,
pc32,2-Oct,1,22,,1,0,,
nc34,2-Oct,1,11,,,,,
cc26,2-Oct,1,0,,1,1,,
nc15,2-Oct,1,20,,,,,
nc21,2-Oct,1,22,,,,,
cc12,2-Oct,1,26,,1,6,,
pc8,2-Oct,1,1,,,,,
cc8,2-Oct,1,0,,1,20,,
nc7,2-Oct,1,5,,,,,
kc34,2-Oct,1,5,,,,,
nc26,2-Oct,1,16,,,,,
cc9,2-Oct,1,0,,1,6,,
nc20,2-Oct,1,7,,,,,
cc35,2-Oct,1,20,,1,0,,
cc2,2-Oct,1,1,,1,0,,
pc28,2-Oct,1,1,,,,,
kc8,2-Oct,1,4,,,,,
kc4,2-Oct,1,15,,,,,
kc10,2-Oct,1,12,,,,,
nn27,4-Oct,1,6,,,,,
nn29,4-Oct,1,1,,,,,
pn2,4-Oct,1,4,,,,,
pn14,4-Oct,1,10,,,,,
nn40,4-Oct,1,2,,,,,
nn11,4-Oct,1,5,,,,,
nn15,4-Oct,1,1,,,,,
nc27,4-Oct,1,17,,,,,
pc15,4-Oct,1,1,,,,,
pc30,4-Oct,1,14,,,,,
nn26,4-Oct,1,10,,,,,
kn9,4-Oct,1,10,,,,,
nc18,4-Oct,1,3,,,,,
nc40,4-Oct,1,7,,,,,
pc6,4-Oct,1,2,,,,,
pn22,4-Oct,1,3,,,,,
kn11,4-Oct,1,5,,,,,
cn29,4-Oct,1,3,,,,,
nn25,4-Oct,1,21,,,,,
kn38,4-Oct,1,4,,,,,
cn15,4-Oct,1,0,,1,2,,
cn31,4-Oct,1,2,,,,,
cn8,4-Oct,1,2,,1,0,,
cc4,4-Oct,1,0,,1,8,,
kc38,4-Oct,1,2,,,,,
pc21,4-Oct,1,12,,,,,
pn6,4-Oct,1,11,,,,,
kn34,4-Oct,1,22,,,,,
cn3,4-Oct,1,4,,1,11,,
cn20,4-Oct,1,0,,1,11,,
kn19,4-Oct,1,3,,,,,
nn37,4-Oct,1,1,,,,,
cc30,4-Oct,1,1,,1,0,,
cn38,4-Oct,1,1,,1,0,,
cn30,4-Oct,1,0,,1,3,,
nn34,4-Oct,1,2,,,,,
nn36,4-Oct,1,2,,,,,
nn10,4-Oct,1,3,,,,,
cn6,4-Oct,1,1,,,,,
nn20,4-Oct,1,5,,1,0,,
nn9,4-Oct,1,1,,,,,
cc18,4-Oct,1,0,,1,1,,
pc1,4-Oct,1,2,,,,,
kc2,4-Oct,1,12,,,,,
pc31,4-Oct,1,1,,,,,
nc19,4-Oct,1,2,,,,,
cc37,4-Oct,1,0,,,,,
pc4,4-Oct,1,1,,,,,
cc25,4-Oct,1,0,,1,10,,
pn1,4-Oct,1,3,,,,,
cn2,4-Oct,1,4,,1,0,,
pn17,4-Oct,1,2,,,,,
cn9,4-Oct,1,6,,1,2,,
nn19,4-Oct,1,3,,,,,
kn37,4-Oct,1,22,,,,,
nc10,4-Oct,1,3,,,,,
kc5,4-Oct,1,1,,,,,
kc23,4-Oct,1,9,,,,,
nc35,4-Oct,1,1,,,,,
cc13,4-Oct,1,0,,1,3,,
cc38,4-Oct,1,0,,1,2,,
kc28,4-Oct,1,6,,,,,
nc6,4-Oct,1,1,,,,,
pc32,4-Oct,1,3,,,,,
nc3,4-Oct,1,13,,,,,
pc20,4-Oct,1,3,,,,,
pc15,4-Oct,1,21,,,,,
cc11,4-Oct,1,10,,1,1,,
cc14,4-Oct,1,5,,1,1,,
nc21,4-Oct,1,4,,,,,
nc15,4-Oct,1,2,,,,,
cc12,4-Oct,1,5,,1,0,,
cc8,4-Oct,1,0,,1,8,,
pc33,4-Oct,1,3,,,,,
kc34,4-Oct,1,2,,,,,
nc26,4-Oct,1,5,,,,,
cc35,4-Oct,1,12,,1,0,,
cc9,4-Oct,1,0,,1,0,,
nn27,9-Oct,1,2,,,,,
kn9,9-Oct,1,2,,,,,
nc27,9-Oct,1,9,,,,,
pc30,9-Oct,1,22,,,,,
nc40,9-Oct,1,3,,,,,
kc13,9-Oct,1,1,,,,,
pc6,9-Oct,1,1,,,,,
nn25,9-Oct,1,8,,,,,
pc21,9-Oct,1,14,,,,,
cc4,9-Oct,1,0,,1,10,,
kn34,9-Oct,1,14,,,,,
cn3,9-Oct,1,0,,1,12,,
cn20,9-Oct,1,0,,1,2,,
cn35,9-Oct,1,1,,1,0,,
nn34,9-Oct,1,1,,,,,
nn33,9-Oct,1,2,,,,,
cc30,9-Oct,1,1,,1,0,,
nn20,9-Oct,1,1,,,,,
cc25,9-Oct,1,0,,1,7,,
kc2,9-Oct,1,16,,,,,
nn32,9-Oct,1,5,,,,,
cn9,9-Oct,1,1,,1,1,,
pn1,9-Oct,1,2,,,,,
kn37,9-Oct,1,4,,,,,
cn24,9-Oct,1,0,,1,2,,
kc28,9-Oct,1,1,,,,,
cc38,9-Oct,1,0,,1,1,,
nc6,9-Oct,1,2,,,,,
kc5,9-Oct,1,2,,,,,
nc10,9-Oct,1,3,,,,,
cc12,9-Oct,1,5,,1,0,,
pc20,9-Oct,1,2,,1,0,,
pc32,9-Oct,1,2,,1,0,,
pc15,9-Oct,1,12,,1,0,,
nc3,9-Oct,1,13,,,,,
cc11,9-Oct,1,8,,1,0,,
cc35,9-Oct,1,19,,1,0,,
cc8,9-Oct,1,0,,1,1,,
pc33,9-Oct,1,3,,1,0,,
pc30,13-Oct,1,4,,1,0,,
nc37,13-Oct,1,7,,,,,
kn34,13-Oct,1,14,,,,,
cc4,13-Oct,1,0,,1,10,,
kc2,13-Oct,1,5,,,,,
cc25,13-Oct,1,0,,1,2,,
pc21,13-Oct,1,6,,1,0,,
pc6,13-Oct,1,2,,1,0,,
cc35,13-Oct,1,18,,1,0,,
cc12,13-Oct,1,2,,1,0,,
cc11,13-Oct,1,1,,1,0,,
nc3,13-Oct,1,2,,,,,
nc24,13-Oct,1,2,,,,,
cc35,16-Oct,1,1,,1,0,,
